,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0,0.8587329677874805,0.09231483361861383,0.024756544527933314,0.010105698840504027,0.004844933128318199,0.002949510187898305,0.0017987176883576548,0.0010734282978908584,0.0008800177937663794,0.0006285841384045568,0.00041583258386762985,0.00029978628139294244,0.00018373997891825506,0.0002127515545369269,0.0001160463024746874,0.0001353873528871353,5.80231512373437e-05,7.73642016497916e-05,6.769367644356765e-05,4.835262603111975e-05,4.835262603111975e-05,5.80231512373437e-05,9.67052520622395e-06,3.86821008248958e-05,2.901157561867185e-05,9.67052520622395e-06,9.67052520622395e-06,1.93410504124479e-05,0.0,9.67052520622395e-06,0.0,9.67052520622395e-06,1.93410504124479e-05,1.93410504124479e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67052520622395e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.67052520622395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.8601317467470827,0.09093785657439281,0.024537112502516997,0.010307696733179278,0.00503399142783174,0.002713561093478824,0.0016204658120067886,0.00116980372227709,0.000920501289660661,0.0006520217468429682,0.0005177819754341219,0.0003931307591259073,0.00018218254691200583,0.00013423977140884641,9.588555100631885e-05,0.00011506266120758263,0.00013423977140884641,6.711988570442321e-05,2.8765665301895657e-05,3.835422040252754e-05,6.711988570442321e-05,2.8765665301895657e-05,4.794277550315943e-05,0.0,9.588555100631885e-06,9.588555100631885e-06,0.0,0.0,2.8765665301895657e-05,9.588555100631885e-06,0.0,9.588555100631885e-06,9.588555100631885e-06,0.0,9.588555100631885e-06,9.588555100631885e-06,9.588555100631885e-06,0.0,0.0,0.0,0.0,0.0,9.588555100631885e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.588555100631885e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.8584528658854418,0.09194192938087607,0.024894302978821985,0.01042491167783162,0.005608216374833491,0.002731712967431804,0.0015540840556767506,0.001129365431765092,0.0007818683758373713,0.000608119847873511,0.0003378443599297284,0.00029923357593775944,0.0002509700959477982,0.00016409583196586806,0.00014479043996988358,0.00011583235197590687,8.687426398193016e-05,9.65269599799224e-05,5.791617598795344e-05,7.722156798393792e-05,3.861078399196896e-05,3.861078399196896e-05,2.895808799397672e-05,9.65269599799224e-06,9.65269599799224e-06,2.895808799397672e-05,1.930539199598448e-05,0.0,9.65269599799224e-06,9.65269599799224e-06,9.65269599799224e-06,9.65269599799224e-06,0.0,0.0,9.65269599799224e-06,0.0,0.0,9.65269599799224e-06,0.0,0.0,0.0,0.0,9.65269599799224e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.8593039104643796,0.09106179570367241,0.02584899502793189,0.010241692422875353,0.005087251156629744,0.002630012862106698,0.0016797527403966137,0.0010366474055019102,0.0007390912057745099,0.0006527039219826841,0.0003743448964312453,0.0002111689159355743,0.00022076750302355493,0.00017277456758365168,0.0002111689159355743,0.00010558445796778714,3.83943483519226e-05,7.67886967038452e-05,5.7591522527883895e-05,1.91971741759613e-05,3.83943483519226e-05,9.59858708798065e-06,2.8795761263941947e-05,1.91971741759613e-05,1.91971741759613e-05,1.91971741759613e-05,0.0,1.91971741759613e-05,2.8795761263941947e-05,9.59858708798065e-06,0.0,0.0,0.0,0.0,9.59858708798065e-06,0.0,0.0,9.59858708798065e-06,0.0,0.0,0.0,0.0,0.0,9.59858708798065e-06,0.0,0.0,9.59858708798065e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.8565446545138049,0.09345776316425705,0.02580146027754944,0.010183259997098786,0.005231855326144771,0.0026787872926841063,0.0014796189739374305,0.0010154247860354915,0.0008510226778202215,0.0006672791451090373,0.00048353561239785313,0.0002514385184468836,0.00029012136743871184,0.00018374353271118418,0.0002804506551907548,6.769498573569944e-05,7.73656979836565e-05,4.835356123978531e-05,7.73656979836565e-05,9.670712247957061e-05,2.9012136743871187e-05,6.769498573569944e-05,9.670712247957062e-06,0.0,1.9341424495914124e-05,0.0,1.9341424495914124e-05,1.9341424495914124e-05,0.0,0.0,0.0,1.9341424495914124e-05,9.670712247957062e-06,0.0,0.0,0.0,9.670712247957062e-06,0.0,9.670712247957062e-06,0.0,0.0,0.0,9.670712247957062e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.670712247957062e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.8601270085634561,0.09054171076686231,0.024824401039160972,0.010218416241701144,0.005061098816511113,0.0029346675647070144,0.001741556817088425,0.0012604637736938324,0.0007408832868276725,0.0006254209564129703,0.00045222746079091696,0.0003463869912441066,0.000192437217357837,0.00016357163475416145,0.00015394977388626961,0.0001347060521504859,7.697488694313481e-05,8.659674781102665e-05,3.8487443471567404e-05,5.77311652073511e-05,2.886558260367555e-05,1.9243721735783702e-05,6.735302607524295e-05,2.886558260367555e-05,9.621860867891851e-06,0.0,9.621860867891851e-06,1.9243721735783702e-05,0.0,9.621860867891851e-06,0.0,9.621860867891851e-06,0.0,9.621860867891851e-06,0.0,0.0,9.621860867891851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.8602110058977404,0.09038697284722826,0.024787884052934875,0.010106275157096112,0.005318584156217724,0.002847517833183718,0.001843647139451153,0.0012451857643413547,0.0006949874033533142,0.0005405457581636889,0.0005308931553393373,0.00027027287908184443,0.00019305205648703172,0.0002220098649600865,0.00017374685083832854,0.0001254838367165706,7.72208225948127e-05,3.861041129740635e-05,4.826301412175793e-05,6.756821977046111e-05,1.9305205648703174e-05,2.895780847305476e-05,9.652602824351587e-06,2.895780847305476e-05,1.9305205648703174e-05,9.652602824351587e-06,0.0,9.652602824351587e-06,1.9305205648703174e-05,9.652602824351587e-06,9.652602824351587e-06,2.895780847305476e-05,0.0,0.0,0.0,9.652602824351587e-06,1.9305205648703174e-05,1.9305205648703174e-05,9.652602824351587e-06,0.0,0.0,9.652602824351587e-06,0.0,0.0,0.0,9.652602824351587e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.8590182812724917,0.09222206228108057,0.024259872366968957,0.0102682212945636,0.004875005997792812,0.002802168801880908,0.0019096972314188378,0.0012475409049469794,0.0007869104169665563,0.0005565951729763447,0.000508612830478384,0.0002687011179885802,0.0002111223069910273,0.00016313996449306655,0.0001343505589942901,0.0001535434959934744,7.67717479967372e-05,6.717527949714505e-05,7.67717479967372e-05,4.798234249796075e-05,5.75788109975529e-05,4.798234249796075e-05,4.798234249796075e-05,2.878940549877645e-05,3.83858739983686e-05,9.59646849959215e-06,9.59646849959215e-06,9.59646849959215e-06,1.91929369991843e-05,9.59646849959215e-06,9.59646849959215e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59646849959215e-06,0.0,9.59646849959215e-06,0.0,9.59646849959215e-06,9.59646849959215e-06,9.59646849959215e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59646849959215e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.8595451479232918,0.09129806302399537,0.024496482605762745,0.010513635925604703,0.005001445504481064,0.002842825479425653,0.0017056952876553918,0.0011949503710128168,0.0007998458128553532,0.0006263852751276862,0.00042401464777874146,0.00024091741351064854,0.00026019080659150045,0.0002891008962127783,0.00015418714464681508,0.00013491375156596318,5.782017924255565e-05,4.818348270212971e-05,6.745687578298159e-05,3.854678616170377e-05,1.9273393080851885e-05,9.636696540425943e-06,6.745687578298159e-05,2.8910089621277826e-05,0.0,1.9273393080851885e-05,0.0,9.636696540425943e-06,1.9273393080851885e-05,9.636696540425943e-06,9.636696540425943e-06,9.636696540425943e-06,1.9273393080851885e-05,9.636696540425943e-06,0.0,0.0,9.636696540425943e-06,9.636696540425943e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.636696540425943e-06
9,0.8559396129633947,0.09411673272713142,0.02578301080282894,0.009646770809046398,0.0053139815030698685,0.0028658583974508433,0.0017389445869277998,0.001058910390922515,0.000922903551721458,0.0004565943887464055,0.00041773529183181785,0.00028172845263076086,0.000262298904173467,0.0002137250330302324,0.00017486593611564468,0.00015543638765835082,7.771819382917541e-05,8.743296805782234e-05,8.743296805782234e-05,6.800341960052848e-05,1.9429548457293853e-05,4.857387114323463e-05,3.8859096914587705e-05,2.9144322685940777e-05,1.9429548457293853e-05,1.9429548457293853e-05,1.9429548457293853e-05,1.9429548457293853e-05,9.714774228646926e-06,2.9144322685940777e-05,1.9429548457293853e-05,9.714774228646926e-06,2.9144322685940777e-05,9.714774228646926e-06,0.0,0.0,9.714774228646926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
