,1,2,3,4,5,6,7,8
Mean,0.8588007202018565,0.09182797200881102,0.024999006618241018,0.0102016579099501,0.0051376363391830515,0.002799662248024787,0.0017072180332916847,0.004526126640641906
SD,0.001406259014275313,0.0011700877832067666,0.0005601857991086719,0.00022164729588558332,0.00022056728060744274,0.00010229587368119637,0.00012397685095299178,0.0001529925356175107
